competition,date,weight,contest_code,winner,white,blue,country_white,country_blue,time_seconds,technique,score_type,tag_group
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0027,ZHUANG Wenna,ZHUANG Wenna,AZAK Merve,People's Republic of China,Türkiye,242.03,Juji-gatame,Ippon,24
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0027,MAKRETSKAYA Yana,MAKRETSKAYA Yana,STOLZE Friederike,Belarus,Germany,192.72,Kata-Guruma,Waza-ari,33
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0027,BADUROVA Kamila,BADUROVA Kamila,LIU Lu,Russian Federation,People's Republic of China,123.75,De-ashi-harai,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0027,BADUROVA Kamila,BADUROVA Kamila,LIU Lu,Russian Federation,People's Republic of China,182.49,Hold-Trouser-Leg,Shido,113
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0027,BADUROVA Kamila,BADUROVA Kamila,LIU Lu,Russian Federation,People's Republic of China,212.96,Ko-soto-gake,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0027,FONTAINE Lea,FONTAINE Lea,SONE Akira,France,Japan,62.00,Yoko-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0027,FONTAINE Lea,FONTAINE Lea,SONE Akira,France,Japan,62.00,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0027,ABDELGHANY Abdelrahman,ABDELGHANY Abdelrahman,PALTAYEV Ylham,Egypt,Turkmenistan,181.94,Uchi-mata,Ippon,29
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0027,MOORHEAD Lachlan,FRIDMAN ZILBERSTEIN Reem,MOORHEAD Lachlan,Israel,Great Britain,147.79,Kata-Guruma,Waza-ari,33
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0027,MOORHEAD Lachlan,FRIDMAN ZILBERSTEIN Reem,MOORHEAD Lachlan,Israel,Great Britain,176.00,Yoko-shiho-gatame,Waza-ari-awasete-ippon,25
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0027,MOORHEAD Lachlan,FRIDMAN ZILBERSTEIN Reem,MOORHEAD Lachlan,Israel,Great Britain,176.00,Osaekomi,Waza-ari-awasete-ippon,124
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0027,FERREIRA Giovani,BIFOV Idar,FERREIRA Giovani,Russian Federation,Brazil,112.75,Harai-goshi,Ippon,30
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0027,KRPALEK Lukas,KRPALEK Lukas,TERESINSKI Grzegorz,Czechia,Poland,21.24,Ko-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0027,KRPALEK Lukas,KRPALEK Lukas,TERESINSKI Grzegorz,Czechia,Poland,95.00,Yoko-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0027,KRPALEK Lukas,KRPALEK Lukas,TERESINSKI Grzegorz,Czechia,Poland,95.00,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0028,VOROBEVA Marina,CID BALCELLS Jana,VOROBEVA Marina,Spain,Russian Federation,137.03,Kuzure-kami-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0028,VOROBEVA Marina,CID BALCELLS Jana,VOROBEVA Marina,Spain,Russian Federation,137.03,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0028,KIM Jisu,KIM Jisu,GALITSKAIA Kseniia,Republic of Korea,Russian Federation,75.00,Yoko-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0028,KIM Jisu,KIM Jisu,GALITSKAIA Kseniia,Republic of Korea,Russian Federation,75.00,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0028,VUKOVIC Helena,VUKOVIC Helena,MISHINER Yuli Alma,Croatia,Israel,47.96,Uchi-mata-sukashi,Yuko,33
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0028,VUKOVIC Helena,VUKOVIC Helena,MISHINER Yuli Alma,Croatia,Israel,236.01,Cancel Waza-ari,Ippon,123
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0028,VUKOVIC Helena,VUKOVIC Helena,MISHINER Yuli Alma,Croatia,Israel,236.01,Uchi-mata-sukashi,Ippon,33
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0028,SIMIN Iosif,MATASEJE Benjamin,SIMIN Iosif,Slovakia,Israel,113.82,Hikikomi-gaeshi,Yuko,31
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0028,SIMIN Iosif,MATASEJE Benjamin,SIMIN Iosif,Slovakia,Israel,315.83,Sankaku-gatame,Ippon,24
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0028,OTA Hyoga,OTA Hyoga,BATCHAEV Denis,Japan,Russian Federation,404.01,Okuri-eri-jime,Ippon,27
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0029,HUI Xinran,HUI Xinran,XIE Hongyan,People's Republic of China,People's Republic of China,106.00,Kuzure-kami-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0029,HUI Xinran,HUI Xinran,XIE Hongyan,People's Republic of China,People's Republic of China,106.00,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0029,FAZLIU Laura,CAPANNI DIAS Thauany David,FAZLIU Laura,Italy,Kosovo,213.00,Cancel Yuko,No score,123
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0029,FAZLIU Laura,CAPANNI DIAS Thauany David,FAZLIU Laura,Italy,Kosovo,357.72,Hold-Trouser-Leg,Shido,113
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0029,FAZLIU Laura,CAPANNI DIAS Thauany David,FAZLIU Laura,Italy,Kosovo,624.25,Ura-nage,Yuko,31
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0029,NIU Xinran,HERSHKO Raz,NIU Xinran,Israel,People's Republic of China,52.00,Cancel Shido,No score,123
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0029,NIU Xinran,HERSHKO Raz,NIU Xinran,Israel,People's Republic of China,117.25,Fingers-Interlocked,Shido,111
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0029,NIU Xinran,HERSHKO Raz,NIU Xinran,Israel,People's Republic of China,253.21,Ushiro-kesa-gatame,Waza-ari,25
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0029,NIU Xinran,HERSHKO Raz,NIU Xinran,Israel,People's Republic of China,253.21,Osaekomi,Waza-ari,124
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0029,NIU Xinran,HERSHKO Raz,NIU Xinran,Israel,People's Republic of China,266.25,Kuzure-kami-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0029,NIU Xinran,HERSHKO Raz,NIU Xinran,Israel,People's Republic of China,266.25,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0029,HUANG Fuchun,MAJANOV Baymyrat,HUANG Fuchun,Turkmenistan,People's Republic of China,35.75,De-ashi-harai,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0029,HUANG Fuchun,MAJANOV Baymyrat,HUANG Fuchun,Turkmenistan,People's Republic of China,116.05,Defensive-Posture,Shido,112
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0029,GAMZATKHANOV Dzhamal,HEGYI Stephan,GAMZATKHANOV Dzhamal,Austria,Azerbaijan,54.28,Defensive-Posture,Shido,112
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0029,GAMZATKHANOV Dzhamal,HEGYI Stephan,GAMZATKHANOV Dzhamal,Austria,Azerbaijan,353.48,O-uchi-gari,Ippon,29
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0030,AZAK Merve,AZAK Merve,CID BALCELLS Jana,Türkiye,Spain,128.04,Tomoe-nage,Yuko,31
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0030,AZAK Merve,AZAK Merve,CID BALCELLS Jana,Türkiye,Spain,323.75,Cancel Shido,No score,123
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0030,LKHAGVASUREN Sosorbaram,MOURYA Yamini,LKHAGVASUREN Sosorbaram,India,Mongolia,103.95,Cancel Waza-ari,No score,123
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0030,LKHAGVASUREN Sosorbaram,MOURYA Yamini,LKHAGVASUREN Sosorbaram,India,Mongolia,423.28,Yoko-shiho-gatame,Yuko,25
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0030,LKHAGVASUREN Sosorbaram,MOURYA Yamini,LKHAGVASUREN Sosorbaram,India,Mongolia,423.28,Osaekomi,Yuko,124
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0030,STOLZE Friederike,STOLZE Friederike,GALITSKAIA Kseniia,Germany,Russian Federation,134.24,Uki-otoshi,Waza-ari,33
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0030,STOLZE Friederike,STOLZE Friederike,GALITSKAIA Kseniia,Germany,Russian Federation,143.20,Yoko-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0030,STOLZE Friederike,STOLZE Friederike,GALITSKAIA Kseniia,Germany,Russian Federation,143.20,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0030,NILSSON Ingrid,HAWKES Rachael,NILSSON Ingrid,Great Britain,Sweden,245.25,O-uchi-gari,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0030,NILSSON Ingrid,HAWKES Rachael,NILSSON Ingrid,Great Britain,Sweden,269.00,Kesa-gatame,Waza-ari-awasete-ippon,25
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0030,NILSSON Ingrid,HAWKES Rachael,NILSSON Ingrid,Great Britain,Sweden,269.00,Osaekomi,Waza-ari-awasete-ippon,124
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0030,MISHINER Yuli Alma,SONE Akira,MISHINER Yuli Alma,Japan,Israel,9.02,Fusen-Gachi,Ippon,121
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0030,DE OLIVEIRA Guilherme,DE OLIVEIRA Guilherme,NO Sok Bom,Brazil,Democratic People's Republic of Korea,270.27,Tate-shiho-gatame,Waza-ari,25
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0030,DE OLIVEIRA Guilherme,DE OLIVEIRA Guilherme,NO Sok Bom,Brazil,Democratic People's Republic of Korea,270.27,Osaekomi,Waza-ari,124
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0030,ALMAT Adilet,ALMAT Adilet,ZHUMANAZAROV Ratbek,Kazakhstan,Kyrgyzstan,93.28,Sode-tsurikomi-goshi,Yuko,30
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0030,ALMAT Adilet,ALMAT Adilet,ZHUMANAZAROV Ratbek,Kazakhstan,Kyrgyzstan,152.54,O-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0030,ALMAT Adilet,ALMAT Adilet,ZHUMANAZAROV Ratbek,Kazakhstan,Kyrgyzstan,382.48,Cancel Yuko,No score,123
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0030,ALMAT Adilet,ALMAT Adilet,ZHUMANAZAROV Ratbek,Kazakhstan,Kyrgyzstan,449.51,Tomoe-nage,Yuko,31
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0030,BIFOV Idar,BIFOV Idar,MATASEJE Benjamin,Russian Federation,Slovakia,76.67,Cancel Waza-ari,No score,123
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0030,BIFOV Idar,BIFOV Idar,MATASEJE Benjamin,Russian Federation,Slovakia,76.67,O-uchi-gari,No score,29
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0030,BIFOV Idar,BIFOV Idar,MATASEJE Benjamin,Russian Federation,Slovakia,210.98,Juji-gatame,Ippon,24
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0030,BATCHAEV Denis,TERESINSKI Grzegorz,BATCHAEV Denis,Poland,Russian Federation,12.79,Kata-Guruma,Waza-ari,33
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0030,BATCHAEV Denis,TERESINSKI Grzegorz,BATCHAEV Denis,Poland,Russian Federation,106.81,Ko-soto-gake,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0030,BATCHAEV Denis,TERESINSKI Grzegorz,BATCHAEV Denis,Poland,Russian Federation,181.83,Defensive-Posture,Shido,112
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0030,BATCHAEV Denis,TERESINSKI Grzegorz,BATCHAEV Denis,Poland,Russian Federation,285.59,Illegal-Joint-Lock,Hansoku-make,119
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0031,BEDER Tugce,DUDINA Kristina,BEDER Tugce,Russian Federation,Türkiye,416.02,Cancel Shido,No score,123
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0031,BEDER Tugce,DUDINA Kristina,BEDER Tugce,Russian Federation,Türkiye,443.30,Cancel Yuko,No score,123
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0031,BEDER Tugce,DUDINA Kristina,BEDER Tugce,Russian Federation,Türkiye,443.30,Tani-otoshi,No score,35
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0031,BEDER Tugce,DUDINA Kristina,BEDER Tugce,Russian Federation,Türkiye,541.10,Ura-nage,Ippon,31
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0031,TANIOKA Narumi,OBERAN Iva,TANIOKA Narumi,Croatia,Japan,88.27,Cancel Yuko,No score,123
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0031,TANIOKA Narumi,OBERAN Iva,TANIOKA Narumi,Croatia,Japan,88.27,Uchi-mata,No score,29
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0031,TANIOKA Narumi,OBERAN Iva,TANIOKA Narumi,Croatia,Japan,331.00,Tate-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0031,TANIOKA Narumi,OBERAN Iva,TANIOKA Narumi,Croatia,Japan,331.00,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0031,GULBANI Nino,MO Sumin,GULBANI Nino,Republic of Korea,Georgia,117.45,Seoi-nage,Waza-ari,33
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0031,GULBANI Nino,MO Sumin,GULBANI Nino,Republic of Korea,Georgia,204.46,O-uchi-gari,Ippon,29
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0031,STARTSEVA Elis,STARTSEVA Elis,AYIMAN Jinesinuer,Russian Federation,People's Republic of China,116.27,Defensive-Posture,Shido,112
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0031,STARTSEVA Elis,STARTSEVA Elis,AYIMAN Jinesinuer,Russian Federation,People's Republic of China,245.74,Ko-soto-gari,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0031,STARTSEVA Elis,STARTSEVA Elis,AYIMAN Jinesinuer,Russian Federation,People's Republic of China,266.20,Tate-shiho-gatame,Waza-ari-awasete-ippon,25
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0031,STARTSEVA Elis,STARTSEVA Elis,AYIMAN Jinesinuer,Russian Federation,People's Republic of China,266.20,Osaekomi,Waza-ari-awasete-ippon,124
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0031,KATZ Joshua,KATZ Joshua,IGNASIAK Ksawery,Australia,Poland,330.00,Seoi-nage,Waza-ari,33
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0031,CENA Dardan,CENA Dardan,SHIN Woojin,Kosovo,Republic of Korea,154.00,O-uchi-gaeshi,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0031,SUKHOPAROV Egor,SUKHOPAROV Egor,SHI Zhenyu,Russian Federation,People's Republic of China,85.03,Two-hand-grip-avoidance,Shido,111
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0031,SUKHOPAROV Egor,SUKHOPAROV Egor,SHI Zhenyu,Russian Federation,People's Republic of China,116.93,Seoi-nage,Yuko,33
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0031,SUKHOPAROV Egor,SUKHOPAROV Egor,SHI Zhenyu,Russian Federation,People's Republic of China,275.00,Cancel Shido,No score,123
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0031,SUKHOPAROV Egor,SUKHOPAROV Egor,SHI Zhenyu,Russian Federation,People's Republic of China,332.03,Ko-soto-gari,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0031,SANGARIEV Adam,BAATHE Karl,SANGARIEV Adam,Sweden,Russian Federation,67.99,Ko-uchi-gari,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0031,SANGARIEV Adam,BAATHE Karl,SANGARIEV Adam,Sweden,Russian Federation,191.29,Kata-Guruma,Ippon,33
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0031,BASHAEV Tamerlan,BASHAEV Tamerlan,PUUMALAINEN Martti,Russian Federation,Finland,43.47,Seoi-nage,Ippon,33
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0032,ZHUANG Wenna,ZHUANG Wenna,VOROBEVA Marina,People's Republic of China,Russian Federation,127.49,O-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0032,ZHUANG Wenna,ZHUANG Wenna,VOROBEVA Marina,People's Republic of China,Russian Federation,171.70,Sumi-otoshi,Ippon,33
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0032,KIM Jisu,MAKRETSKAYA Yana,KIM Jisu,Belarus,Republic of Korea,211.46,O-uchi-gari,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0032,FONTAINE Lea,FONTAINE Lea,VUKOVIC Helena,France,Croatia,162.58,Cancel Ippon,Waza-ari,123
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0032,FONTAINE Lea,FONTAINE Lea,VUKOVIC Helena,France,Croatia,162.58,O-uchi-gari,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0032,FONTAINE Lea,FONTAINE Lea,VUKOVIC Helena,France,Croatia,173.05,Kuzure-kesa-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0032,FONTAINE Lea,FONTAINE Lea,VUKOVIC Helena,France,Croatia,173.05,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0032,FERREIRA Giovani,FERREIRA Giovani,SIMIN Iosif,Brazil,Israel,65.01,Cancel Waza-ari,No score,123
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0032,FERREIRA Giovani,FERREIRA Giovani,SIMIN Iosif,Brazil,Israel,65.01,Sumi-gaeshi,Yuko,31
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0032,FERREIRA Giovani,FERREIRA Giovani,SIMIN Iosif,Brazil,Israel,171.17,Tai-otoshi,Yuko,33
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0032,FERREIRA Giovani,FERREIRA Giovani,SIMIN Iosif,Brazil,Israel,203.50,Ko-soto-gari,Ippon,29
Qingdao Grand Prix 2026,2026-06-26,+100,gp_chn2026_0001_m_p100_0032,OTA Hyoga,KRPALEK Lukas,OTA Hyoga,Czechia,Japan,253.31,Defensive-Posture,Shido,112
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0033,HUI Xinran,HUI Xinran,VOROBEVA Marina,People's Republic of China,Russian Federation,147.04,Yoko-shiho-gatame,Yuko,25
Qingdao Grand Prix 2026,2026-06-26,-48,gp_chn2026_0002_f_0048_0033,HUI Xinran,HUI Xinran,VOROBEVA Marina,People's Republic of China,Russian Federation,147.04,Osaekomi,Yuko,124
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0033,BALLHAUS Mascha,BALLHAUS Mascha,KASAPI Fatjona,Germany,Kosovo,43.01,Cancel Shido,No score,123
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0033,BALLHAUS Mascha,BALLHAUS Mascha,KASAPI Fatjona,Germany,Kosovo,103.19,Fingers-Interlocked,Shido,111
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0033,BALLHAUS Mascha,BALLHAUS Mascha,KASAPI Fatjona,Germany,Kosovo,161.28,Sumi-otoshi,Yuko,33
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0033,BALLHAUS Mascha,BALLHAUS Mascha,KASAPI Fatjona,Germany,Kosovo,194.26,Yoko-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0033,BALLHAUS Mascha,BALLHAUS Mascha,KASAPI Fatjona,Germany,Kosovo,194.26,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0033,NELSON LEVY Timna,NELSON LEVY Timna,SOUZA Sarah,Israel,Brazil,121.44,Tani-otoshi,Waza-ari,35
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0033,NELSON LEVY Timna,NELSON LEVY Timna,SOUZA Sarah,Israel,Brazil,216.04,Defensive-Posture,Shido,112
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0033,FAZLIU Laura,FAZLIU Laura,MAKRETSKAYA Yana,Kosovo,Belarus,113.19,Sasae-tsurikomi-ashi,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,-63,gp_chn2026_0002_f_0063_0033,FAZLIU Laura,FAZLIU Laura,MAKRETSKAYA Yana,Kosovo,Belarus,235.19,Hold-Sleeve-Ends,Shido,111
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0033,COUGHLAN Aoife,COUGHLAN Aoife,PETERSEN POLLARD Kelly,Australia,Great Britain,691.50,Defensive-Posture,Shido,112
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0033,OLEK Anna Monta,OLEK Anna Monta,KANTSAVAYA Darya,Germany,Belarus,152.22,O-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0033,OLEK Anna Monta,OLEK Anna Monta,KANTSAVAYA Darya,Germany,Belarus,197.01,Ko-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0033,OLEK Anna Monta,OLEK Anna Monta,KANTSAVAYA Darya,Germany,Belarus,321.18,Outside-Contest-Area,Shido,112
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0033,OLEK Anna Monta,OLEK Anna Monta,KANTSAVAYA Darya,Germany,Belarus,329.24,Outside-Contest-Area,Shido,112
Qingdao Grand Prix 2026,2026-06-26,+78,gp_chn2026_0002_f_0p78_0033,VUKOVIC Helena,NIU Xinran,VUKOVIC Helena,People's Republic of China,Croatia,695.19,O-soto-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0033,ABE Hifumi,ABE Hifumi,DE LUCA Alessio,Japan,Italy,186.45,Defensive-Posture,Shido,112
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0033,ABE Hifumi,ABE Hifumi,DE LUCA Alessio,Japan,Italy,249.48,Tai-otoshi,Ippon,33
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0033,MAKHMADBEKOV Makhmadbek,MAKHMADBEKOV Makhmadbek,BASILE Fabio,United Arab Emirates,Italy,186.71,O-soto-makikomi,Waza-ari,35
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0033,BONFERRONI Aurelien,GAUTHIER DRAPEAU Francois,BONFERRONI Aurelien,Canada,Switzerland,316.47,Sode-tsurikomi-goshi,Waza-ari,30
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0033,FATIYEV Murad,FATIYEV Murad,LI Shuo,Azerbaijan,People's Republic of China,282.18,Defensive-Posture,HSK (3rd shido),112
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0033,HUANG Fuchun,HUANG Fuchun,SIMIN Iosif,People's Republic of China,Israel,119.45,Illegal-Grip-Breaking,Shido,111
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0033,HUANG Fuchun,HUANG Fuchun,SIMIN Iosif,People's Republic of China,Israel,221.53,Uchi-mata,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0033,HUANG Fuchun,HUANG Fuchun,SIMIN Iosif,People's Republic of China,Israel,235.00,Kuzure-kesa-gatame,Waza-ari-awasete-ippon,25
Qingdao Grand Prix 2026,2026-06-26,-100,gp_chn2026_0001_m_0100_0033,HUANG Fuchun,HUANG Fuchun,SIMIN Iosif,People's Republic of China,Israel,235.00,Osaekomi,Waza-ari-awasete-ippon,124
